Directorio;Secuencia_p;Orden;Regis;P6440;P6450;P6460;P6460s1;P6465;P6465s1a1;P6465s2a1;P6465s1;P6465s2;P6660;P6660s2;P6660s1a1;P6660s2a1;P6660s1;P6400;P6422;P6424;P6424s2;P6424s3;P6424s4;P6424s1;P6426;P6430;P6430s1;P6480;P6480s1;P6490;P6490s1;P6500;P6510;P6510s1;P6510s2;P6590;P6590s1;P6600;P6600s1;P6610;P6610s1;P6620;P6620s1;P6585;P6585s2a1;P6585s3a1;P6585s4a1;P6585s3a2;P6585s2a2;P6585s1a2;P6585s2;P6585s3;P6585s1a1;P6585s4;P6585s1;P6530;P6530s1;P6540;P6540s1;P6540s2;P6550;P6550s1;P6550s2;P6560;P6560s1;P6560s2;P6570;P6570s1;P6570s2;P6580;P6580s1;P6580s2;P6625;P6625s1;P6630;P6630s3;P6630s5;P6630s5a1;P6630s4a1;P6630s3a1;P6630s2a1;P6630s1a1;P6630s4;P6630s2;P6630s1;P6640;P6642;P6642s2;P6642s1;P6642s2a1;P6643;P6643s1;P6643s2;P6643s2a1;P6644;P6644s1;P6644s2;P6644s2a1;P7650;P7660;P7670;P7680;P7690;P7700;P7710;P7720;P7730;P6765;P6765s1;P6772;P6774;P7620;P7620s1;P7630;P7630s1;P7640;P7640s1;P7640s2;P7640s3;P7640s4;P7640s5;P7640s6;P7640s7;P7640s8;P7640s9;P7640s10;P7640s11;P7640s12;P7640s13;P7640s14;P7640s14a1;P6750;P6760;P550;P6780;P6780s1;P6782;P6784;P7740;P7750;P7760;P7770;P7780;P7790;P6790;P6800;P6810;P6810s1;P6850;P6830;P6830s1;P6835;P6835s1;P6835s2;P6836;P6836s1;P6836s2;P6837;P6837s1;P6837s2;P6870;P6880;P6880s1;P6895;P6900;P6900s1;P6910;P6910s1;P6920;P6930;P6940;P6950;P6960;P6970;P6970s1;P6980;P6980s1;P6980s2;P6980s3;P6980s4;P6980s5;P6980s6;P6980s7;P6980s8;P6980s7a1;P6990;P7000;P7019;P7020;P7022;P7024;P7026;P7028;P7028s1;P7040;P7045;P7050;P7050s1;P7070;P7080;P7090;P7100;P7110;P7120;P7130;P7140;P7140s1;P7140s2;P7140s3;P7140s4;P7140s5;P7140s6;P7140s7;P7140s8;P7140s9;P7140s9a1;P7150;P7160;P7170;P7170s1;P7170s2;P7170s3;P7170s4;P7170s5;P7170s6;P7180;P7190;P7200;P7240;P7240s1;Clase;Rama4d;Oficio;Rama2d;OCI;Dpto;Fex_c_2011
350743;2;1;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;8; ;1; ;6; ;50000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;1;1999;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;18;1; ;18; ; ;1;7;16;2; ; ; ; ; ;1;8; ;2;3; ;1; ;2; ; ; ; ;2; ;1; ; ; ; ; ; ; ;1; ;2;2; ;1;2;2;22;1; ;2; ; ; ; ;100000;1;7;2;1;1;1;2;1;2;1;2;2;2;2;2; ;1;1; ;3;3;3;3;3;3;2;1;3;2; ;2;0121;62;01;1;50;657,979599642987
350745;2;1;60;1;2;1; ; ; ; ; ; ; ;2; ; ; ;1;1; ;2;2;1;2;132;1; ;2; ;1; ;455000;2; ; ;2; ;2; ;2; ;1;50000; ;23850;28000; ;2;1; ;1;1; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;7905; ;2;2; ; ; ;135000;135000;2;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;1;1995;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;48; ; ;48; ; ;1;7;12;1;13;16;2; ; ;3;8; ;1; ; ; ; ;1;1;1;7905;99; ; ;1; ; ; ; ; ; ; ;1; ;9;2; ;2; ; ; ; ; ;2; ; ; ; ;2541400;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;3;2;2;2;3;3;9; ;2;9219;62;92;1;50;695,323703103492
350746;2;1;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;8; ;1; ;6; ;480000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ;2;2;2;90000;2;1;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;2006;11;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;44; ; ;44; ; ;1;7;12;1;13;16;2; ; ;4;8; ;2;8; ;1; ;2; ; ; ; ;1; ;1; ; ; ; ; ; ; ;1; ;2;2; ;1;2;2;360;4; ;2; ; ; ; ;5760000;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;3;3;2;3;3;8; ;2;0121;62;01;1;50;923,207402569614
350746;2;2;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;250000;1;500000;1; ;1; ;2; ; ;2; ; ;3;84; ; ;84; ; ;1;5;17;2; ; ; ; ; ;1;1; ;2;3; ;1; ;2; ; ; ; ;2; ;1; ; ; ; ; ; ; ;1; ;2;2; ;2; ; ; ; ; ;2; ; ; ; ;980000;1;14;2;1;1;1;2;1;2;1;2;2;1;2;2; ;2;9; ;3;3;2;3;3;3;2;2;3;10;BUSCANDO OTRO TRABAJO;2;8532;54;85;1;50;923,207402569614
350747;2;1;60;1;2;2;12; ; ; ;2;2; ;2; ; ;2;2;1; ;1;1;2;1;3;1; ;1; ;4; ;433700;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;48; ; ;48; ; ;1;7;15;2; ; ; ; ; ;9;8; ;1; ; ; ; ;1;1;1;20000;0; ; ;1; ; ; ; ; ; ; ;1; ;1;2; ;1;2;2;3;4; ;2; ; ; ; ;2000000;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;8; ;2;0118;62;01;1;50;1469,3678962975
350747;2;5;60;1;2;2;12; ; ; ;2;2; ;2; ; ;2;2;1; ;1;1;2;1;1;1; ;2; ;2; ;433700;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;48; ; ;48; ; ;1;8;16;2; ; ; ; ; ;9;8; ;1; ; ; ; ;1;1;1;20000;0; ; ;1; ; ; ; ; ; ; ;1; ;1;2; ;1;2;2;3;4; ;2; ; ; ; ;2000000;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;8; ;2;0118;62;01;1;50;1469,3678962975
350747;2;6;60;1;2;2;12; ; ; ;2;2; ;2; ; ;2;2;1; ;1;1;2;1;1;1; ;2; ;2; ;433700;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;48; ; ;48; ; ;1;8;16;2; ; ; ; ; ;9;8; ;1; ; ; ; ;1;1;1;20000;0; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ;2; ; ; ; ; ;2; ; ; ; ;433700;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;3; ;2;0118;62;01;1;50;1469,3678962975
350748;2;1;60;1;2;1; ; ; ; ; ; ; ;2; ; ; ;2;1; ;1;1;2;1;12;1; ;1; ;1; ;433700;2; ; ;2; ;2; ;2; ;2; ; ;45720; ; ; ;2; ;1;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ;200000;200000;2;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;1;2006;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;48; ; ;48; ; ;1;6;14;2; ; ; ; ; ;9;4; ;1; ; ; ; ;1;1;1;16806;1; ; ;1;1; ; ; ; ; ; ; ; ;1;2; ;1;2;2;6;8; ;2; ; ; ; ;5204400;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;3;3;2;2;3;3;5; ;2;0118;62;01;1;50;1369,26727771391
350748;2;2;60;1;2;1; ; ; ; ; ; ; ;2; ; ; ;2;1; ;1;1;2;1;2;1; ;1; ;1; ;433700;2; ; ;2; ;2; ;2; ;2; ; ;45700; ; ; ;1; ;1;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;1; ;19;17;3;2; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;48; ; ;48; ; ;1;7;15;1;17;19;2; ; ;9;8; ;1; ; ; ; ;1;1;1;16806;0; ; ;1; ; ; ; ; ; ; ;1; ;1;2; ;1;2;2;2;4; ;2; ; ; ; ;500000;2; ; ; ;1;1;2;1;2;2;2;2;1;2;2; ;2;1; ;3;3;3;3;3;3;2;2;2;8; ;2;0118;62;01;1;50;1369,26727771391
350748;3;1;60;1;2;1; ; ; ; ; ; ; ;2; ; ; ;2;1; ;1;1;1;1;48;1; ;1; ;2; ;433700;2; ; ;2; ;2; ;2; ;2; ; ; ;15000; ;2; ; ;2;1; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ;200000; ;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;48; ; ;48; ; ;1;7;15;2; ; ; ; ; ;9;8; ;1; ; ; ; ;1;1;1;16806;4; ; ;1;1; ; ; ; ; ; ; ; ;1;2; ;1;1;1;36;1; ;2; ; ; ; ;5204400;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;5; ;2;0118;97;01;1;50;1369,26727771391
350748;3;2;60;1;2;1; ; ; ; ; ; ; ;2; ; ; ;2;1; ;1;1;2;1;2;1; ;1; ;1; ;433700;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;2004;1;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;48; ; ;48; ; ;1;7;15;2; ; ; ; ; ;9;8; ;1; ; ; ; ;1;1;1;15000;0; ; ;1;1; ; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;2; ; ; ; ;300000;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;2;3;2;2;2;3;3;3; ;2;0118;62;01;1;50;1369,26727771391
350850;2;1;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;84;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;240000;1;1000000;3; ;1; ;2; ; ;2; ; ;12;48; ; ;0;6; ;1;7;14;2; ; ; ; ; ;1;8; ;2;8; ;10; ;2; ; ; ; ;2; ;1; ; ; ; ; ; ; ;1; ;2;2; ;1;2;2;8;8; ;2; ; ; ; ;1000000;2; ; ; ;1;1;1;1;1;1;2;1;1;2;2; ;1;1; ;3;2;2;3;3;3;2;2;3;8; ;2;0140;62;01;1;50;1127,12475098636
350850;2;2;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;20000;1;200000;3; ;1; ;2; ; ;2; ; ;8;4;2; ;2;6; ;1;14;16;2; ; ; ; ; ;1;5; ;2;7; ;1; ;2; ; ; ; ;2; ;1; ; ; ; ; ; ; ;1; ;2;2; ;1;2;2;4;3; ;2; ; ; ; ;200000;1;6;1;2;1;1;1;1;2;1;2;2;2;2;2; ;1;1; ;2;3;2;3;3;3;2;3;3;3; ;2;5261;45;52;1;50;1127,12475098636
