Directorio;Secuencia_p;Orden;Area;Regis;P7250;P7260;P7280;P7280s1;P7290;P7300;P7310;P7320;P7350;P7350s1;P7360;P7370;P7380;P7380s1;P7390;P7390s1;P7400;P7410;P7410s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P7424;P7424s1;Dsi;Oficio1;Oficio2;Rama4d_d;Rama2d_d;Dpto;Fex_c_2011
345218;2;3;05;70;156;24;4; ;2;2;2;104;1; ;9;1; ;.;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;34;32;7491;74;05;1065,41950469841
345232;2;4;05;70;1;48;1; ;1;1;2;94;1; ;9;2;2; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;16;45;5233;52;05;1483,49273270757
345232;2;5;05;70;1;48;1; ;1;1;2;24;1; ;6;2;2; ;2; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;400000;1;45;86;9249;92;05;1483,49273270757
345237;2;3;05;70;8;48;1; ;1;2;2;96;1; ;7;1; ;.;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;100000;1;02;00;9249;92;05;1003,91496443792
345239;2;4;05;70;8;48;1; ;2;2;2;96;1; ;7;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;3000000;1;08;08;7220;72;05;1133,04688522194
345258;2;1;05;70;3;60;1; ;2;2;2;3;1; ;8;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;680000;1;6250000;1;95;95;4521;45;05;916,316716529963
345258;2;5;05;70;12;72;1; ;2;2;2;12;1; ;5;1; ;.;6; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;9000000;1;98;98;6041;60;05;916,316716529963
345287;2;4;05;70;32;48;4; ;1;1;2;48;1; ;2;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;16;45;5231;52;05;1014,94889248911
345290;2;5;05;70;28;70;1; ;1;1;2;52;1; ;6;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;58;7492;74;05;865,868257844245
345291;2;5;05;70;52;48;1; ;2;2;2;25;1; ;2;2;2; ;2; ;2;9; ; ; ; ; ; ; ; ; ;1; ;2; ;1;99;1;16;33;5233;52;05;816,106503141831
345297;2;2;05;70;8;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;02; ; ; ;05;1132,09167626648
345299;2;2;05;70;4;48;1; ;2;2;2;1;1; ;9;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;80000;1;7000000;1;44;44;8511;85;05;980,523365667702
345303;2;1;05;70;12;48;3; ;1;1;2;548;1; ;7;1; ;.;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;70000;1;54;81;3619;36;05;799,066626190376
345307;2;2;05;70;1;48;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;54; ; ; ;05;992,033133993484
345313;2;3;05;70;10;48;1; ;2;2;2;52;1; ;8;1; ;.;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;44;45;0000;00;05;1074,22807779934
345319;2;2;05;70;24;48;1; ;1;1;2;104;1; ;7;2;2; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;95;95;4521;45;05;608,574692341775
345320;2;6;05;70;16;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;05;912,165295465008
345320;2;7;05;70;52;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;05;912,165295465008
345324;2;3;05;70;14;48;1; ;1;2;2;14;1; ;9;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;21;21;6512;65;05;900,639537710848
345327;2;4;05;70;4;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;06; ; ; ;05;658,456855605812
345327;2;5;05;70;4;24;1; ;2;2;2;6;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;700000;1;45;45;1921;19;05;658,456855605812
345328;2;1;05;70;4;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;15; ; ; ;05;854,358489518463
345332;2;3;05;70;26;48;1; ;1;1;2;26;1; ;2;2;12;ERA UN TRABAJO ESPORADICO;4; ;2;11;ERA ESPORADICO; ; ; ; ; ; ; ; ;1; ;2; ;1;450000;1;95;95;4521;45;05;805,551943771515
345344;2;4;05;70;4;48;1; ;1;1;2;60;1; ;2;1; ;.;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;93;93;4521;45;05;1185,98654826785
345344;2;5;05;70;26;48;1; ;2;2;2;26;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;1;79;16;2610;26;05;1185,98654826785
345359;2;1;05;70;24;48;1; ;1;1;2;4;4; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3000000;1;95;95;4521;45;05;961,054020487734
345359;2;2;05;70;24;48;1; ;2;2;2;24;3; ;1;1; ;.;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;54;54;9500;95;05;961,054020487734
345375;2;1;05;70;12;48;1; ;1;1;2;40;1; ;4;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;39;8532;85;05;960,578180213138
345382;2;2;05;70;7;48;1; ;1;1;2;7;1; ;2;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;95;95;4521;45;05;782,160345001297
345385;2;2;08;70;20;48;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;54; ; ; ;08;511,945365713501
345404;2;3;08;70;52;48;1; ;2;2;2;52;4; ;4;2;3; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;80000;1;55;93;4552;45;08;483,156724048326
345404;2;5;08;70;16;48;3; ;2;2;2;13;3; ;1;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;190000;1;54;54;9500;95;08;483,156724048326
345405;2;1;08;70;9;48;4; ;2;1;2;9;1; ;4;1; ;.;4; ;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;1;900000;1;95;95;4522;45;08;547,931051361166
345407;2;3;08;70;12;48;1; ;2;2;2;12;4; ;3;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;1;55;45;5261;52;08;526,967592794631
345408;2;1;08;70;16;48;3; ;1;1;2;12;3; ;1;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;150000;1;54;54;9500;95;08;498,973864603196
345442;2;2;08;70;2;35;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;08;497,542191947086
345448;2;1;08;70;24;48;1; ;2;2;2;24;1; ;2;2;5; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;1;45;45;5211;52;08;556,517338084948
345448;2;5;08;70;78;48;1; ;1;2;2;78;2; ;4;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;13;8043;80;08;556,517338084948
345452;2;1;08;70;24;48;1; ;1;1;2;165;1; ;8;1; ;.;2; ;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;15;40;5244;52;08;510,293397696673
345465;2;3;08;70;12;48;1; ;1;1;2;13;1; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;36;36;6021;60;08;402,250654159091
345465;2;4;08;70;8;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;59; ; ; ;08;402,250654159091
345466;2;2;08;70;12;48;1; ;1;1;2;52;1; ;4;1; ;.;8; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5237;52;08;530,789231029825
345470;2;1;08;70;4;50;3; ;1;1;2;4;3; ;1;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;2500000;1;450000;1;54;54;9500;95;08;451,933887111416
345470;2;2;08;70;20;50;1; ;1;1;2;20;1; ;3;2;7; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;750000;1;45;45;5219;52;08;451,933887111416
345473;2;5;08;70;8;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;07; ; ; ;08;604,70829559185
345484;2;2;08;70;4;48;1; ;1;1;2;3;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;1500000;1;84;98;6031;60;08;537,347137405734
345484;2;4;08;70;8;48;1; ;1;1;2;8;1; ;3;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;1;84;84;5020;50;08;537,347137405734
345487;2;2;08;70;43;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;08;412,594188461939
345490;2;3;08;70;24;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;08;529,056575931817
345493;2;6;08;70;52;48;1; ;1;1;2;26;1; ;9;2;12;ERA POR DIAS;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;160000;1;45;45;1593;15;08;530,836929573769
345498;2;3;08;70;48;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;97; ; ; ;08;423,434408086344
345502;2;4;08;70;20;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;07; ; ; ;08;571,878673208231
345502;2;5;08;70;96;48;1; ;1;1;2;120;1; ;3;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;97;45;5211;52;08;571,878673208231
345507;3;2;11;70;8;30;1; ;2;2;2;52;3; ;1;2;4; ;5; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;54;9500;95;11;2905,50929396086
345520;2;4;11;70;12;40;4; ;1;1;2;12;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;1;200000;1;56;56;9301;93;11;2521,0773131302
345521;2;2;11;70;8;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;37; ; ; ;11;3055,59268959143
345527;2;1;11;70;12;48;1; ;2;2;2;12;1; ;8;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;95;58;7492;74;11;1349,0988779052
345527;2;4;11;70;36;48;1; ;2;2;2;36;1; ;8;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;120000;1;1440000;1;00;80;1921;19;11;1349,0988779052
345528;2;3;11;70;48;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;58; ; ; ;11;1931,80922013542
345528;2;4;11;70;4;48;1; ;1;1;2;7;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;3800000;1;13;97;1589;15;11;1931,80922013542
345529;2;1;11;70;16;48;1; ;1;1;2;5;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ;1; ;REBUSQUE;2; ;1;1400000;1;00;41;5237;52;11;1969,33104412692
345532;2;1;11;70;48;48;1; ;1;1;2;336;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ;1; ;VIVEN  DE LA  PENSION;2; ;2; ;1;58;80;1925;19;11;1954,30561560461
345532;2;2;11;70;96;48;1; ;1;1;2;192;1; ;7;2;2; ;2; ;2;11;EL  TRABAJO  ERA  POR  TURNOS Y  LE  PAGABAN  SALARIO  INT; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;59;8511;85;11;1954,30561560461
345537;2;5;11;70;8;48;2; ;2;2;2;18;4; ;9;2;2; ;2; ;2;3; ; ; ; ;1; ; ; ; ; ; ;2; ;2; ;1;58;30;8532;85;11;1835,16633558224
345539;2;2;11;70;52;48;1; ;1;1;2;1;1; ;3;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;420000;1;840000;1;53;53;5521;55;11;2717,51039970228
345543;2;2;11;70;18;50;2; ;1;1;2;24;1; ;4;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ;1; ;YA  ES PESNIONADO;2; ;2; ;1;98;98;5155;51;11;2301,83391714973
345558;2;3;11;70;84;48;1; ;2;2;2;24;1; ;9;2;2; ;1; ;2;11;CONTRATO DE CONSECION; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5233;52;11;1993,23218879403
345569;2;2;11;70;24;48;1; ;2;1;2;24;1; ;5;1; ;.;4; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3000000;1;13;13;8011;80;11;2207,47588365695
345573;2;2;11;70;5;48;1; ;2;2;2;5;1; ;8;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;160000;1;5800000;1;90;90;2529;25;11;1807,84997811627
345574;2;2;11;70;120;48;1; ;1;2;2;5;1; ;7;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;100000;1;1200000;1;92;97;6412;64;11;2074,80812358512
345575;2;2;11;70;4;48;1; ;1;1;2;4;1; ;6;2;3; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;45;76;1910;19;11;1957,52118514172
345596;2;2;11;70;16;48;1; ;2;2;2;15;1; ;3;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;4200000;1;84;45;5223;52;11;2487,84129935754
345597;2;1;11;70;5;48;1; ;1;1;2;6;1; ;9;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ;1; ;YA TIENE LAS SEMANAS COTIZADAS;2; ;1;500000;1;84;84;6212;62;11;2146,55160875607
345599;2;1;11;70;8;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;02; ; ; ;11;3057,46218462396
345601;2;3;11;70;55;50;1; ;1;1;2;55;1; ;4;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;9302;93;11;2338,24359568216
345602;2;1;11;70;25;60;1; ;1;1;2;25;1; ;5;1; ;.;9;PAGA  INDEPENDIENTE;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;1;4700000;1;88;88;3691;36;11;2698,7744318457
345608;2;1;11;70;36;70;1; ;1;1;2;52;1; ;9;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;37;45;5244;52;11;2865,00242828173
345625;2;2;11;70;6;56;1; ;1;1;2;6;1; ;6;2;9; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;6600000;1;45;45;5125;51;11;2487,84129935754
345628;2;1;11;70;20;48;1; ;2;2;2;20;1; ;8;1; ;.;4; ;1; ;.; ; ; ; ; ; ;1; ; ; ;2; ;1;3500000;1;02;02;4530;45;11;2090,90078466157
345628;2;3;11;70;52;48;1; ;2;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;11;2090,90078466157
345630;2;4;11;70;20;48;1; ;2;2;2;64;1; ;8;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;21;44;6340;63;11;1520,07380476663
345631;2;2;11;70;12;48;1; ;1;1;2;12;2; ;9;1; ;.;1; ;2;11;EL CONTRATO ERA DE LIBRE NOMBRAMIENTO Y REMOSION; ; ; ;1; ; ; ; ; ; ;2; ;1;20000000;1;02;02;7512;75;11;2698,62752869155
345635;2;1;11;70;3;40;1; ;1;1;2;12;2; ;9;2;9; ;1; ;2;3; ; ;1; ; ; ; ; ; ; ; ;2; ;1;30000000;1;09;09;7512;75;11;2741,4115443694
345642;2;2;11;70;52;48;1; ;2;2;2;52;1; ;5;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;3430;34;11;3030,99462078391
345650;2;7;11;70;12;48;1; ;2;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;11;2687,35218971697
345651;2;3;11;70;7;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;39; ; ; ;11;3200,07510473461
345651;2;4;11;70;6;48;1; ;2;2;2;6;1; ;9;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;45;45;5139;51;11;3200,07510473461
345659;2;2;11;70;8;48;2; ;2;2;2;8;4; ;9;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;7000000;1;11;11;7512;75;11;2087,71086927973
345662;2;3;11;70;104;48;1; ;1;1;2;104;3; ;1;1; ;.;8; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;59;59;9500;95;11;1315,36427370003
345662;2;4;11;70;12;48;1; ;2;2;2;12;1; ;9;1; ;.;8; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;59;59;6340;63;11;1315,36427370003
345676;2;2;11;70;6;48;1; ;2;2;2;24;1; ;2;2;5; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;45;45;5233;52;11;2594,85464558229
345680;2;1;11;70;16;48;1; ;1;1;2;16;1; ;7;2;5; ;9;EL  PATRON  PAGABA;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4480000;1;45;55;2610;26;11;2506,6938033099
345683;3;2;11;70;24;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;11;3241,58806928316
345683;3;3;11;70;4;48;1; ;2;2;2;4;1; ;9;1; ;.;9;PAGABA  SALUD;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;1;3095900;1;00;97;1530;15;11;3241,58806928316
345694;2;1;11;70;16;48;1; ;1;1;2;16;1; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;4200000;1;33;33;5236;52;11;2187,70893480233
345695;2;2;11;70;32;48;1; ;1;1;2;32;1; ;6;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;400000;1;58;37;7020;70;11;2378,95935296235
345696;2;2;11;70;24;48;1; ;2;2;2;32;1; ;6;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;39;33;5125;51;11;2877,35436141277
345720;2;3;13;70;20;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;55; ; ; ;13;307,579715581379
345722;2;4;13;70;2;48;1; ;1;1;2;2;1; ;2;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;98;1;98;1;93;93;5020;50;13;280,631532505289
345722;2;5;13;70;26;48;3; ;1;1;2;26;3; ;1;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;54;54;9500;95;13;280,631532505289
345723;2;3;13;70;12;48;1; ;1;1;2;104;1; ;9;1; ;.;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;97;6310;63;13;326,936591656273
345724;2;2;13;70;8;48;3; ;1;1;2;8;3; ;1;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;1;54;54;9500;95;13;261,83470161002
345724;2;5;13;70;26;48;1; ;1;1;2;104;1; ;3;2;4; ;1; ;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;45;53;5529;55;13;261,83470161002
345725;2;2;13;70;52;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;84; ; ; ;13;296,132162192641
345729;2;3;13;70;26;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;03; ; ; ;13;314,394863800078
345734;2;3;13;70;20;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;37; ; ; ;13;239,586145218074
345736;2;1;13;70;12;48;1; ;1;1;2;15;1; ;6;2;4; ;3; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;6075000;1;21;03;5170;51;13;272,731559496093
345746;2;2;13;70;40;48;1; ;1;1;2;30;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;2448000;1;58;58;6320;63;13;294,355024078749
345747;2;1;13;70;12;48;1; ;1;1;2;12;2; ;9;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;1;3480000;1;03;03;2321;23;13;279,739793835158
345754;2;2;13;70;1;5;1; ;2;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;21; ; ; ;13;279,462911993448
345764;2;1;13;70;52;40;1; ;1;1;2;52;2; ;9;1; ;.;9;ES  AFILIADO   A   EPS   LE   DESCUENTAN   D;1; ;.; ; ; ; ; ; ; ;1; ;YA  ES  PENSIONADO;2; ;2; ;1;21;13;8046;80;13;272,647763774749
345765;2;4;13;70;8;40;3; ;1;1;2;204;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;13;375,452271197352
345766;2;9;13;70;20;40;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;54; ; ; ;13;406,210131958036
345773;2;2;13;70;52;40;1; ;1;1;2;52;1; ;4;1; ;.;2; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;400000;1;19;19;8532;85;13;359,998210212948
345773;2;3;13;70;36;20;1; ;1;1;2;36;1; ;3;2;8; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;84;84;5020;50;13;359,998210212948
345776;2;2;13;70;104;48;1; ;1;1;2;208;1; ;4;2;5; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;2424;24;13;324,829663771352
345777;2;2;13;70;8;48;1; ;1;1;2;8;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;700000;1;55;79;5511;55;13;279,462911993448
345780;2;3;13;70;52;48;1; ;1;1;2;26;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;79;79;9500;95;13;238,960718595572
345781;2;2;13;70;28;40;1; ;2;2;2;78;1; ;4;2;2; ;2; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5233;52;13;290,552855999888
345783;2;2;13;70;8;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;13;360,295744865815
345788;2;5;13;70;52;48;1; ;1;1;2;25;4; ;1;2;12;SOLO  SISBEN;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;37;84;5020;50;13;306,878002843266
