Directorio;Secuencia_p;Orden;Area;Regis;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7490;P7490s1;Ini;Dpto;Fex_c_2011
373344;1;1;05;80;1;4;8;NO SIENTE MOTIVACION PARA HACERLO;3; ; ; ; ; ;1;05;698,029926161409
373345;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;788,069353763531
373350;1;1;05;80;1;4;2; ;3; ; ; ; ; ;1;05;698,029926161409
373351;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;699,016931349748
373352;1;1;05;80;1;1;1; ;2; ; ; ; ; ;1;05;627,281290605539
373352;2;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;627,281290605539
373352;3;1;05;80;1;3;7; ;2; ; ; ; ; ;1;05;627,281290605539
373354;1;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;760,101670450347
373354;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;760,101670450347
373354;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;760,101670450347
373354;1;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;760,101670450347
373355;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;637,257095385166
373356;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;777,969085168219
373356;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;777,969085168219
373357;1;2;05;80;1;2;2; ;2; ; ; ; ; ;1;05;829,927708291297
373358;1;2;05;80;1;1;7; ;2; ; ; ; ; ;1;05;829,927708291297
373359;1;2;05;80;1;2;2; ;2; ; ; ; ; ;1;05;699,016931349748
373359;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;699,016931349748
373360;1;2;05;80;1;3;2; ;2; ; ; ; ; ;1;05;829,927708291297
373363;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;679,239913728618
373364;1;2;05;80;1;1;7; ;1;3;2; ;1;1200000;1;05;714,267591486865
373364;1;4;05;80;1;1;1; ;2; ; ; ; ; ;1;05;714,267591486865
373365;1;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;814,407287684298
373365;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;814,407287684298
373367;1;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;724,305628174333
373367;1;2;05;80;1;4;4; ;3; ; ; ; ; ;1;05;724,305628174333
373372;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;766,932347219866
373372;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;766,932347219866
373373;1;1;05;80;1;2;4; ;3; ; ; ; ; ;1;05;724,367860082176
373374;1;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;698,029926161409
373375;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;836,394921833589
373375;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;836,394921833589
373379;1;1;05;80;1;4;2; ;2; ; ; ; ; ;1;05;849,766957820271
373380;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;748,640256434497
373381;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;748,640256434497
373382;1;3;05;80;1;1;1; ;2; ; ; ; ; ;1;05;708,506510554497
373382;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;708,506510554497
373384;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;796,75909760101
373384;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;796,75909760101
373384;1;4;05;80;1;4;2; ;3; ; ; ; ; ;1;05;796,75909760101
373385;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;778,031317076062
373385;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;778,031317076062
373387;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;1066,87738040738
373387;1;4;05;80;1;2;7; ;2; ; ; ; ; ;1;05;1066,87738040738
373387;1;6;05;80;1;4;7; ;2; ; ; ; ; ;1;05;1066,87738040738
373387;1;7;05;80;2; ; ; ; ; ; ; ; ; ;1;05;1066,87738040738
373388;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;838,679684036619
373389;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;795,492811435822
373390;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;847,431659781942
373391;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;774,915958447422
373391;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;774,915958447422
373392;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;708,506510554497
373392;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;708,506510554497
373393;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;706,657438091045
373393;1;3;05;80;1;2;1; ;2; ; ; ; ; ;1;05;706,657438091045
373393;1;4;05;80;1;4;8;VOLUNTARIO;2; ; ; ; ; ;1;05;706,657438091045
373394;1;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;698,029926161409
373395;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;697,780998530038
373395;1;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;697,780998530038
373396;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;759,665298310306
373397;1;1;05;80;1;4;3; ;2; ; ; ; ; ;1;05;753,696688815898
373397;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;753,696688815898
373399;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;697,967694253566
373400;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;715,522181579509
373400;1;5;05;80;1;4;3; ;2; ; ; ; ; ;1;05;715,522181579509
373401;1;3;05;80;1;1;8;CAMBIO DE CUIDAD;2; ; ; ; ; ;1;05;845,146897578911
373401;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;845,146897578911
373403;1;1;05;80;1;4;3; ;2; ; ; ; ; ;1;05;724,367860082176
373403;1;2;05;80;1;4;6; ;2; ; ; ; ; ;1;05;724,367860082176
373404;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;826,150158242575
373405;1;1;05;80;1;4;2; ;1;4;2; ;2; ;1;05;697,905462345723
373405;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;697,905462345723
373406;1;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;788,069353763531
373406;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;788,069353763531
373407;1;1;05;80;1;2;1; ;2; ; ; ; ; ;1;05;739,888280689175
373408;1;2;05;80;1;1;7; ;1;1;2; ;1;1200000;1;05;788,069353763531
373410;1;2;05;80;1;1;5; ;1;2;2; ;1;1000000;1;05;774,978190355265
373412;1;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;943,607110207125
373412;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;943,607110207125
373412;1;3;05;80;1;4;4; ;3; ; ; ; ; ;1;05;943,607110207125
373412;1;7;05;80;2; ; ; ; ; ; ; ; ; ;1;05;943,607110207125
373413;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;838,679684036619
373413;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;838,679684036619
373415;1;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;788,069353763531
373417;1;1;05;80;1;4;8;se caso;2; ; ; ; ; ;1;05;774,978190355265
373418;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;727,608156624044
373420;1;2;05;80;1;4;2; ;1;4;2; ;2; ;1;05;815,113420294222
373421;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;617,729479492948
373421;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;617,729479492948
373423;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;836,394921833589
373424;1;2;05;80;1;4;5; ;2; ; ; ; ; ;1;05;707,76890709507
373424;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;707,76890709507
373426;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;757,442768015118
373427;1;3;05;80;1;1;7; ;2; ; ; ; ; ;1;05;624,934296494666
373427;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;624,934296494666
373430;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;760,101670450347
373430;1;4;05;80;1;4;4; ;3; ; ; ; ; ;1;05;760,101670450347
373430;1;5;05;80;1;4;3; ;2; ; ; ; ; ;1;05;760,101670450347
373430;1;6;05;80;2; ; ; ; ; ; ; ; ; ;1;05;760,101670450347
373431;1;2;05;80;1;4;6; ;2; ; ; ; ; ;1;05;638,306332481348
373431;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;638,306332481348
373431;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;638,306332481348
373433;1;1;05;80;1;2;4; ;3; ; ; ; ; ;1;05;831,899543102398
373433;1;2;05;80;1;4;4; ;3; ; ; ; ; ;1;05;831,899543102398
373434;1;2;05;80;1;1;2; ;2; ; ; ; ; ;1;05;689,527352145
373435;1;3;05;80;1;1;1; ;2; ; ; ; ; ;1;05;847,431659781942
373435;1;4;05;80;1;2;1; ;2; ; ; ; ; ;1;05;847,431659781942
373436;1;1;05;80;1;4;3; ;2; ; ; ; ; ;1;05;788,069353763531
373437;1;1;05;80;1;3;3; ;3; ; ; ; ; ;1;05;724,367860082176
373438;1;1;05;80;1;3;4; ;3; ; ; ; ; ;1;05;913,1364591239
373438;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;913,1364591239
373438;1;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;913,1364591239
373438;1;6;05;80;2; ; ; ; ; ; ; ; ; ;1;05;913,1364591239
373439;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;769,27934133074
373440;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;777,969085168219
373440;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;777,969085168219
373441;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;676,892919617744
373442;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;788,069353763531
373443;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;757,442768015118
373444;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;646,071303038331
373444;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;646,071303038331
373446;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;755,158005812087
373447;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;769,217109422897
373448;1;2;05;80;1;3;5; ;2; ; ; ; ; ;1;05;827,642946088267
373449;1;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;834,184305305429
373451;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;788,007121855688
373452;1;2;05;80;1;2;7; ;2; ; ; ; ; ;1;05;777,969085168219
373452;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;777,969085168219
373452;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;777,969085168219
373453;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;777,969085168219
373453;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;777,969085168219
373454;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;691,137017484046
373454;1;2;05;80;1;4;3; ;2; ; ; ; ; ;1;05;691,137017484046
373454;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;691,137017484046
373454;1;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;691,137017484046
373455;1;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;707,76890709507
373458;1;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;724,367860082176
373458;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;724,367860082176
373459;1;2;05;80;1;4;6; ;2; ; ; ; ; ;1;05;919,967135893419
373460;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;825,358183885236
373461;1;3;05;80;1;3;5; ;2; ; ; ; ; ;1;05;868,008512770341
373461;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;868,008512770341
373465;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;755,107469976789
373467;1;2;05;80;1;1;0; ;2; ; ; ; ; ;1;05;605,955138085169
373468;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;608,977503747626
373469;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;698,029926161409
373474;1;3;05;80;1;4;3; ;2; ; ; ; ; ;1;05;814,345055776456
373474;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;814,345055776456
373475;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;769,27934133074
373476;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;777,844621352534
373476;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;777,844621352534
373476;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;777,844621352534
373476;1;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;777,844621352534
373476;1;6;05;80;2; ; ; ; ; ; ; ; ; ;1;05;777,844621352534
373478;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;769,217109422897
373479;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;795,617275251507
373479;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;795,617275251507
373480;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;788,069353763531
373481;1;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;697,967694253566
373482;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;732,995372011813
373483;1;1;05;80;1;4;3; ;3; ; ; ; ; ;1;05;663,657261213776
373483;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;663,657261213776
373484;1;1;05;80;1;4;2; ;3; ; ; ; ; ;1;05;698,029926161409
373485;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;538,777325674477
373486;1;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;724,367860082176
373486;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;724,367860082176
373487;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;814,325280999497
373488;1;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;814,407287684298
373488;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;814,407287684298
373489;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;769,154877515054
373492;1;2;05;80;1;2;2; ;2; ; ; ; ; ;1;05;827,642946088267
373493;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;777,969085168219
373494;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;746,148767327922
373496;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;699,016931349748
373499;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;703,230853538512
373499;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;703,230853538512
373500;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;838,679684036619
373501;1;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;796,75909760101
373501;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;796,75909760101
373501;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;796,75909760101
373502;1;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;724,305628174333
373502;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;724,305628174333
373503;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;698,279327890322
373503;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;698,279327890322
373507;1;1;05;80;1;2;4; ;3; ; ; ; ; ;1;05;515,160526096782
373507;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;515,160526096782
373507;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;515,160526096782
373508;1;1;05;80;1;3;4; ;3; ; ; ; ; ;1;05;739,888280689175
373509;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;698,029926161409
373510;1;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;724,367860082176
373510;1;2;05;80;1;4;4; ;3; ; ; ; ; ;1;05;724,367860082176
373512;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;705,515615741542
373512;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;705,515615741542
373514;1;2;05;80;1;2;8;CAMBIO DE CIUDAD;2; ; ; ; ; ;1;05;699,079163257591
373515;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;777,231481708793
373515;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;777,231481708793
373521;1;2;05;80;1;2;2; ;2; ; ; ; ; ;1;05;757,442768015118
373522;2;2;05;80;1;1;7; ;2; ; ; ; ; ;1;05;750,5615554103
373522;2;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;750,5615554103
373524;1;2;05;80;1;4;5; ;2; ; ; ; ; ;1;05;703,230853538512
373527;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;707,76890709507
373529;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;774,946719505762
373529;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;774,946719505762
373529;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;774,946719505762
373531;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;865,017617957387
373533;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;838,679684036619
373536;1;2;05;80;1;1;3; ;2; ; ; ; ; ;1;05;704,778012282116
373539;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;746,355494231467
373540;1;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;724,305628174333
373540;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;724,305628174333
373542;1;1;05;80;1;4;2; ;2; ; ; ; ; ;1;05;739,888280689175
373543;1;4;05;80;1;4;2; ;2; ; ; ; ; ;1;05;786,065464138916
373544;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;708,506510554497
373544;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;708,506510554497
373545;1;7;05;80;1;3;2; ;2; ; ; ; ; ;1;05;825,171488161708
373547;1;1;05;80;1;4;3; ;1;4;2; ;2; ;1;05;829,927708291297
373547;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;829,927708291297
373548;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;843,73611641802
373548;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;843,73611641802
373549;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;706,221748351466
373549;1;5;05;80;1;2;0; ;2; ; ; ; ; ;1;05;706,221748351466
373551;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;567,056917312017
373551;1;2;05;80;1;3;6; ;2; ; ; ; ; ;1;05;567,056917312017
373553;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;827,580714180424
373553;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;827,580714180424
373555;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;676,892919617744
373558;1;1;05;80;1;4;3; ;2; ; ; ; ; ;1;05;702,66476048981
373558;1;6;05;80;2; ; ; ; ; ; ; ; ; ;1;05;702,66476048981
373560;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;707,76890709507
373561;1;1;05;80;1;4;2; ;3; ; ; ; ; ;1;05;701,589239127938
373561;1;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;701,589239127938
373562;1;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;677,454219465107
373562;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;677,454219465107
373562;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;677,454219465107
373562;1;8;05;80;2; ; ; ; ; ; ; ; ; ;1;05;677,454219465107
373564;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;730,835073624468
373564;1;2;05;80;1;4;3; ;2; ; ; ; ; ;1;05;730,835073624468
373564;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;730,835073624468
373566;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;832,889454975983
373566;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;832,889454975983
373566;1;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;832,889454975983
373567;1;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;766,391882602993
373567;1;2;05;80;1;4;2; ;3; ; ; ; ; ;1;05;766,391882602993
373567;1;6;05;80;2; ; ; ; ; ; ; ; ; ;1;05;766,391882602993
373567;1;7;05;80;2; ; ; ; ; ; ; ; ; ;1;05;766,391882602993
373569;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;788,069353763531
373570;1;1;05;80;1;2;3; ;1;2;2; ;2; ;1;05;727,296522987288
373570;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;727,296522987288
373570;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;727,296522987288
373571;1;6;05;80;2; ; ; ; ; ; ; ; ; ;1;05;565,821392205169
373571;1;7;05;80;1;1;8;CAMBIO  DE  CIUDAD;2; ; ; ; ; ;1;05;565,821392205169
373572;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;768,479505963471
373572;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;768,479505963471
373575;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;786,783292821384
373575;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;786,783292821384
373575;1;4;05;80;1;2;1; ;2; ; ; ; ; ;1;05;786,783292821384
373577;1;2;05;80;1;4;4; ;3; ; ; ; ; ;1;05;788,069353763531
373578;1;1;05;80;1;4;3; ;2; ; ; ; ; ;1;05;727,35875489513
373578;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;727,35875489513
373579;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;766,226214609943
373581;1;2;05;80;1;3;0; ;2; ; ; ; ; ;1;05;827,642946088267
373582;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;576,546496516766
373582;1;2;05;80;1;1;7; ;2; ; ; ; ; ;1;05;576,546496516766
373582;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;576,546496516766
373582;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;576,546496516766
373583;1;1;05;80;1;4;2; ;3; ; ; ; ; ;1;05;788,069353763531
373585;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;848,687648455022
373585;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;848,687648455022
373586;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;692,703360989615
373586;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;692,703360989615
373586;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;692,703360989615
373586;1;6;05;80;1;2;8;RENUNCIO  PORQUE  NO DESEA TRABAJAR POR UN  MINIMO;2; ; ; ; ; ;1;05;692,703360989615
373587;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;796,75909760101
373587;1;3;05;80;1;4;2; ;1;4;2; ;2; ;1;05;796,75909760101
373587;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;796,75909760101
