DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
5469133;1;1;1;70;05;1;14;48;1; ;2;14;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;908526;1;2;49;98;98;1;2;06;4921;05;1259,52561970549
5469136;1;3;1;70;05;1;8;48;1; ;2;24;1; ;6;2;7; ; ; ; ; ; ; ; ; ; ;1;1;300000;18000000;2; ;14;59;79;1;1;06;1410;05;951,354780635499
5469141;1;1;1;70;05;1;76;48;1; ;2;58;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;15;80;80;1;2;06;1521;05;1338,61812960113
5469171;1;1;1;70;05;1;52;48;1; ;2;52;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;45;45;1;2;06;4759;05;1361,91771956929
5469173;1;4;1;70;05;1;52;60;1; ;2;52;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;68;58;58;1;2;06;6820;05;1120,90821416338
5469178;1;1;1;70;05;1;104;48;1; ;2;104;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;47;33;33;1;2;06;4711;05;1407,61880448865
5469188;1;4;1;70;05;1;4;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;700000; ; ; ;45; ;1;1;06;.;05;959,828064187467
5469190;1;3;1;70;05;1;4;52;1; ;2;24;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;22;45;97;1;1;06;2229;05;1028,82873907499
5469200;1;3;1;70;05;1;12;48;1; ;2;60;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;69;32;39;1;1;06;6910;05;1425,04867609036
5469203;1;3;1;70;05;1;78;48;1; ;2;78;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;10;45;77;1;2;06;1011;05;1029,30197564504
5469206;1;1;1;70;05;1;52;48;1; ;2;52;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1600000;2; ;25;70;70;1;2;06;2511;05;1028,82873907499
5469210;1;5;1;70;05;1;4;48;1; ;2;4;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;3500000;2; ;13;11;21;1;1;06;1312;05;1103,43238794041
5469212;1;4;1;70;05;1;1;48;4; ;2;32;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;56;53;53;1;1;06;5619;05;1212,87806164603
5469213;1;2;1;70;05;1;8;48;1; ;2;30;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;56;45;53;1;1;06;5613;05;1195,77860741736
5469218;1;3;1;70;05;1;16;48;1; ;2;20;1; ;5;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;46;39;39;1;2;06;4649;05;1596,08724556221
5469220;1;1;1;70;05;1;52;48;4; ;2;60;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;81;54;54;1;2;06;8121;05;1116,86776909264
5469220;1;2;1;70;05;1;20;48;4; ;2;20;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;41;95;95;1;2;06;4111;05;1116,86776909264
5469220;1;3;1;70;05;1;1;48;1; ;2;2;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;430000;908526;2; ;80;58;58;1;1;06;8010;05;1116,86776909264
5469220;1;4;1;70;05;1;22;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;95; ;1;2;06;.;05;1116,86776909264
5469223;1;3;1;70;05;1;52;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;81;55;55;1;2;06;8121;05;961,446615643605
5469224;1;2;1;70;05;1;52;48;1; ;2;52;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;74;39;39;1;2;06;7490;05;1028,35550250495
5469231;1;1;1;70;05;1;52;48;1; ;2;6;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;82;55;55;1;2;06;8220;05;1038,44733751305
5469235;1;3;1;70;05;1;52;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;82;39;38;1;2;06;8220;05;951,354780635499
5469237;1;3;1;70;05;1;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;3000000;2; ;06;05;05;1;1;06;0610;05;1261,61740773168
5469241;1;1;1;70;05;1;4;48;1; ;2;4;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;13;79;97;1;1;06;1312;05;1407,61880448865
5469245;1;2;1;70;05;1;52;48;1; ;2;52;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;70;33;03;1;2;06;7010;05;1445,62818971343
5469247;1;4;1;70;05;1;40;48;1; ;2;78;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;45;38;99;1;2;06;4520;05;949,736229179361
5469249;1;2;1;70;05;1;40;48;1; ;2;40;1; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;56;38;53;1;2;06;5619;05;880,262317721788
5469253;1;2;1;70;05;1;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908000; ; ; ;97; ;1;1;06;.;05;1193,68681939118
5469253;1;3;1;70;05;1;15;48;1; ;2;48;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;47;45;40;1;2;06;4771;05;1193,68681939118
5469258;1;2;1;70;05;1;4;48;1; ;2;12;4; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;56;53;45;1;1;06;5619;05;1195,30537084732
5469262;1;3;1;70;05;1;36;48;1; ;2;104;1; ;9;2;9;PAGA LA EPS; ;1; ; ; ; ; ; ; ; ;2; ;908526;1;1;64;39;39;1;2;06;6412;05;1172,90629939798
5469263;1;3;1;70;05;1;156;48;1; ;2;156;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;46;39;39;1;2;06;4649;05;878,881460385548
5469274;1;1;1;70;05;1;96;48;1; ;2;336;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;56;45;45;1;2;06;5619;05;1443,53640168725
5469285;1;4;1;70;08;1;16;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;97; ;1;2;06;.;08;556,848114060381
5469298;1;1;1;70;08;1;4;48;1; ;2;60;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;17;45;45;1;1;06;1709;08;493,034047518889
5469302;1;2;1;70;08;1;48;48;1; ;2;48;4; ;7;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;93;59;59;1;2;06;9329;08;717,921478142044
5469304;1;2;1;70;08;1;5;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ; ;53; ;1;1;06;.;08;606,169319050525
5469308;1;2;1;70;08;1;26;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;950000; ; ; ;45; ;1;2;06;.;08;471,44901157288
5469317;1;3;1;70;08;1;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1500000; ; ; ;19; ;1;2;06;.;08;533,358801182626
5469321;1;2;1;70;08;1;50;48;1; ;2;50;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;95;45;97;1;2;06;9529;08;751,166166802824
5469339;1;1;1;70;08;1;58;48;1; ;2;58;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;69;12;12;1;2;06;6910;08;521,675828612128
5469358;1;1;1;70;08;1;58;48;3; ;2;58;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;97;54;54;1;2;06;9700;08;462,492733230894
5469367;1;1;1;70;08;1;20;48;1; ;2;58;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;56;53;53;1;2;06;5611;08;377,092429360017
5469367;1;3;1;70;08;1;60;60;1; ;2;60;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;45;45;1;2;06;4759;08;377,092429360017
5469367;1;8;1;70;08;1;104;48;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;53;45;1;2;06;4723;08;377,092429360017
5469369;1;2;1;70;08;1;8;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;906000;2; ;47;41;41;1;1;06;4721;08;938,012329015668
5469369;1;4;1;70;08;1;6;48;1; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;906000;2; ;56;97;45;1;1;06;5619;08;938,012329015668
5469374;1;1;1;70;08;1;52;40;1; ;2;52;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;46;97;97;1;2;06;4643;08;668,758838670667
5469377;1;2;1;70;08;1;32;48;1; ;2;32;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;85;33;39;1;2;06;8544;08;802,27325619037
5469386;1;5;1;70;08;1;2;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ; ;97; ;1;1;06;.;08;600,868961859178
5469395;1;2;1;70;08;1;12;48;1; ;2;104;1; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;45;45;1;1;06;4772;08;810,073224188144
5469400;1;2;1;70;08;1;24;48;1; ;2;24;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;86;11;21;1;2;06;8621;08;590,161039298299
5469419;1;1;1;70;08;1;26;48;1; ;2;26;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;950000;3; ;84;03;58;1;2;06;8423;08;751,166166802824
5469419;1;2;1;70;08;1;26;48;1; ;2;26;1; ;3;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;47;45;45;1;2;06;4711;08;751,166166802824
5469425;1;2;1;70;08;1;48;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ; ;55; ;1;2;06;.;08;463,717280152243
5469432;1;2;1;70;08;1;36;48;1; ;2;156;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;980000;2; ;47;55;45;1;2;06;4773;08;696,79530291644
5469442;1;2;1;70;08;1;4;40;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;30000;906000;2; ;47;45;45;1;1;06;4729;08;637,956482108259
5469458;1;3;1;70;08;1;52;40;1; ;2;52;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;11;39;39;1;2;06;1104;08;572,986105222556
5469462;1;3;1;70;08;1;20;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ; ;58; ;1;2;06;.;08;551,060832555912
5469470;1;2;1;70;08;1;59;48;1; ;2;62;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;50;98;98;1;2;06;5022;08;581,204760956314
5469471;1;4;1;70;08;1;52;48;1; ;2;52;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;47;97;33;1;2;06;4711;08;528,687657037946
5469471;1;6;1;70;08;1;8;48;1; ;2;8;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;910000;2; ;62;03;03;1;1;06;6201;08;528,687657037946
5469476;1;3;1;70;08;1;52;48;1; ;2;52;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;82;33;38;1;2;06;8220;08;542,842176822155
5469478;1;2;1;70;08;1;16;48;1; ;2;24;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;46;97;97;1;2;06;4631;08;611,218977946765
5469479;1;3;1;70;08;1;20;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ; ;45; ;1;2;06;.;08;648,187824335322
5469480;1;3;1;70;08;1;30;48;1; ;2;30;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;10;97;97;1;2;06;1081;08;609,087617592935
5469480;1;4;1;70;08;1;24;48;1; ;2;52;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;45;03;03;1;2;06;4520;08;609,087617592935
5469483;1;1;1;70;08;1;52;48;1; ;2;53;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;980000;2; ;56;55;55;1;2;06;5611;08;487,944215638227
5469483;1;3;1;70;08;1;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;980000; ; ; ;32; ;1;2;06;.;08;487,944215638227
5469490;1;2;1;70;08;1;3;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ; ;45; ;1;1;06;.;08;576,046692498513
5469493;1;2;1;70;08;1;52;40;1; ;2;52;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;47;33;33;1;2;06;4711;08;590,161039298299
5469496;1;1;1;70;08;1;79;48;1; ;2;80;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;90;45;17;1;2;06;9007;08;535,790175411915
5469499;1;9;1;70;08;1;25;60;1; ;2;58;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;47;45;45;1;2;06;4711;08;724,900003739351
5469506;1;6;1;70;08;1;52;48;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;906000;2; ;56;53;53;1;2;06;5619;08;734,40468122727
5469508;1;3;1;70;08;1;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;49;59;59;1;1;06;4921;08;614,51504130925
5469509;1;2;1;70;08;1;52;48;1; ;2;104;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;95;03;03;1;2;06;9522;08;369,021662602123
5469510;1;5;1;70;08;1;12;48;1; ;2;12;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;906000;2; ;82;38;38;1;1;06;8220;08;521,557436077784
5469511;1;3;1;70;08;1;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908000; ; ; ;55; ;1;2;06;.;08;466,148654381532
5469515;1;3;1;70;08;1;12;48;1; ;2;104;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;49;97;55;1;1;06;4923;08;605,431696442297
5469527;1;3;1;70;11;1;24;40;1; ;2;24;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;43;16;95;1;2;06;4330;11;2353,54936699025
5469534;1;2;1;70;11;1;52;48;1; ;2;52;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;47;45;45;1;2;06;4771;11;2792,38876331848
5469535;1;3;1;70;11;1;52;52;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1800000; ; ; ;18; ;1;2;06;.;11;3015,09515110656
5469541;1;2;1;70;11;1;24;48;4; ;2;60;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;88;45;54;1;2;06;8890;11;3090,71200270405
5469543;1;3;1;70;11;1;4;40;1; ;2;104;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;85;13;13;1;1;06;8530;11;3827,01280137742
5469551;1;2;1;70;11;1;16;82;1; ;2;24;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;49;98;98;1;2;06;4923;11;2773,80866953043
5469554;1;3;1;70;11;1;52;60;4; ;2;52;4; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;56;53;53;1;2;06;5611;11;2368,86560308881
5469554;1;4;1;70;11;1;22;60;3; ;2;24;3; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;97;54;54;1;2;06;9700;11;2368,86560308881
5469555;1;2;1;70;11;1;8;48;1; ;2;18;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;49;58;97;1;1;06;4923;11;3577,378820579
5469555;1;3;1;70;11;1;48;48;1; ;2;2;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;56;97;97;1;2;06;5611;11;3577,378820579
5469556;1;2;1;70;11;1;3;48;1; ;2;3;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;1;1300000;1500000;2; ;86;59;59;1;1;06;8699;11;3577,5524603188
5469561;1;3;1;70;11;1;4;48;1; ;2;16;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;45;45;1;1;06;4761;11;4525,05631196026
5469562;1;2;1;70;11;1;4;48;1; ;2;4;1; ;4;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;4000000;1;2;42;02;02;1;1;06;4210;11;3821,79000613307
5469568;1;1;1;70;11;1;52;48;4; ;2;18;5; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;47;45;45;1;2;06;4759;11;3109,2920964921
5469570;1;2;1;70;11;1;24;50;4; ;2;52;5; ;2;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2000000;1;1;56;18;51;1;2;06;5611;11;2353,54936699025
5469571;2;1;2;70;11;1;4;48;1; ;2;8;1; ;7;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;61;44;44;1;1;06;6110;11;3050,13427147771
5469586;1;2;1;70;11;1;96;50;1; ;2;96;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;52;97;97;1;2;06;5210;11;3207,57593441557
5469595;1;2;1;70;11;1;56;48;1; ;2;56;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;49;39;39;1;2;06;4923;11;3394,77672242041
5469614;1;2;1;70;11;1;4;48;4; ;2;4;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;400000;908526;2; ;41;95;95;1;1;06;4111;11;3753,40057730491
5469615;1;3;1;70;11;1;75;48;1; ;2;75;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;73;92;92;1;2;06;7310;11;3726,7815359888
5469618;1;1;1;70;11;1;8;48;1; ;2;16;2; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;4000000;1;2;84;12;12;1;1;06;8413;11;3050,13427147771
5469618;1;2;1;70;11;1;144;48;1; ;2;144;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;84;21;44;1;2;06;8413;11;3050,13427147771
5469621;1;2;1;70;11;1;48;48;3; ;2;48;4; ;2;1;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;81;54;54;1;2;06;8121;11;3307,80719980419
5469621;1;4;1;70;11;1;48;48;1; ;2;48;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;85;13;13;1;2;06;8559;11;3307,80719980419
5469626;1;3;1;70;11;1;24;48;1; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;45;41;1;2;06;4771;11;5115,54758844066
5469627;1;3;1;70;11;1;20;48;1; ;2;40;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;46;39;39;1;2;06;4649;11;3675,56619024008
5469629;1;3;1;70;11;1;16;48;1; ;2;16;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;96;39;39;1;2;06;9602;11;3299,7820325642
5469631;1;1;1;70;11;1;36;36;1; ;2;36;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;13;79;79;1;2;06;1313;11;2780,56265070291
5469632;1;5;1;70;11;1;16;36;1; ;2;16;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;47;44;45;1;2;06;4771;11;3123,32336623508
5469638;1;3;1;70;11;1;4;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;49;98;98;1;1;06;4921;11;3055,53070646186
5469652;1;1;1;70;11;1;52;48;1; ;2;52;4; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;78;59;59;1;2;06;7810;11;3611,44879020541
5469652;1;2;1;70;11;1;26;48;4; ;2;26;4; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;41;95;95;1;2;06;4112;11;3611,44879020541
5469657;1;1;1;70;11;1;12;48;1; ;2;20;1; ;2;2;4; ; ;1; ; ; ; ; ; ; ; ;2; ;908526;2; ;52;39;33;1;1;06;5221;11;3383,59769114148
5469659;1;1;1;70;11;1;40;48;1; ;2;40;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;45;98;84;1;2;06;4520;11;3226,15602820362
5469660;1;2;1;70;11;1;60;48;1; ;2;60;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;56;53;53;1;2;06;5611;11;3207,57593441557
