DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S4;P7510S6;P7510S2A1;P7510S4A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;P7510S7A1;P7510S7;DPTO;AREA;fex_c_2011
1010088;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ; ;2;2;2;350000;1;05;05;1210,81884361182
1010088;1;2;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ; ;2;2;2;1000000;1;05;05;1210,81884361182
1010088;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1210,81884361182
1010088;1;4;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;1200000;2;1;2; ;2;05;05;1210,81884361182
1010089;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;682,372955168602
1010089;1;2;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ;1500000; ; ;1;2;2; ;2;05;05;682,372955168602
1010089;1;3;1;95;2; ; ; ; ; ; ; ;1;1; ;2; ; ; ; ;220000; ;2;2;2; ;2;05;05;682,372955168602
1010089;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;682,372955168602
1010089;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;682,372955168602
1010089;1;7;1;95;2; ; ; ; ; ; ; ;1;1; ;2; ; ; ; ;220000; ;2;2;2; ;2;05;05;682,372955168602
1010091;1;1;1;95;1; ;2;1; ;1050000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1169,79432914594
1010091;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1169,79432914594
1010091;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1169,79432914594
1010091;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1169,79432914594
1010092;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1133,63305749815
1010095;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;1; ; ;950000; ; ; ;2;2;2; ;2;05;05;1163,40928763013
1010095;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1163,40928763013
1010096;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1195,2005053641
1010096;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1195,2005053641
1010096;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1195,2005053641
1010096;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1195,2005053641
1010097;1;1;1;95;2; ; ; ; ; ; ; ;1;1; ;2; ; ; ; ;300000; ;2;2;2; ;2;05;05;1093,04874755239
1010098;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;1; ; ;70000; ; ; ;2;2;2; ;2;05;05;1128,53123806181
1010098;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1128,53123806181
1010099;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1210,49972231147
1010099;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1210,49972231147
1010099;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1210,49972231147
1010100;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1256,80517418638
1010101;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1221,07340948207
1010101;1;2;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ; ;2;2;2;400000;1;05;05;1221,07340948207
1010101;1;4;1;95;2; ; ; ; ; ; ; ;1;2; ;1; ; ;50000; ; ; ;2;2;2; ;2;05;05;1221,07340948207
1010101;1;5;1;95;2; ; ; ; ; ; ; ;1;2; ;1; ; ;60000; ; ; ;2;2;2; ;2;05;05;1221,07340948207
1010101;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1221,07340948207
1010102;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1179,02762587785
1010102;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1179,02762587785
1010103;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;985,871258771426
1010103;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;985,871258771426
1010103;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;985,871258771426
1010105;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;3500000;2;1;2; ;2;05;05;1247,69296067424
1010105;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1247,69296067424
1010106;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;1200000;2;1;2; ;2;05;05;1056,17463048996
1010106;1;2;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ; ;2;2;2;300000;1;05;05;1056,17463048996
1010106;1;3;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;600000;2;1;2; ;2;05;05;1056,17463048996
1010107;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;1500000;2;1;2;700000;1;05;05;989,683614766656
1010108;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1272,60176401308
1010109;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;857,597322646861
1010109;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;857,597322646861
1010109;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;857,597322646861
1010109;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;857,597322646861
1010110;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1083,45579098246
1010110;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1083,45579098246
1010111;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;917,703296854357
1010111;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;917,703296854357
1010111;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;917,703296854357
1010111;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;917,703296854357
1010112;1;1;1;95;1; ;2;1; ;466000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1108,72425415931
1010112;1;2;1;95;1; ;2;1; ;394000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1108,72425415931
1010114;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1318,05350075199
1010114;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1318,05350075199
1010114;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1318,05350075199
1010115;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1132,17261113469
1010115;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1132,17261113469
1010116;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ; ;2;2;2;1100000;1;05;05;1258,44489942381
1010116;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1258,44489942381
1010116;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1258,44489942381
1010116;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1258,44489942381
1010117;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;866,830619378769
1010117;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;866,830619378769
1010118;1;1;1;95;1; ;2;1; ;461500; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1231,89637084755
1010118;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1231,89637084755
1010120;1;1;1;95;2; ; ; ; ; ; ; ;1;1; ;2; ; ; ; ;1800000; ;2;2;2; ;2;05;05;970,195752164501
1010120;1;2;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ;300000; ;200000;1;1;2; ;2;05;05;970,195752164501
1010121;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1128,53123806181
1010121;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1128,53123806181
1010122;1;1;1;95;1; ;1;1; ;461500;250000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1247,57187745447
1010122;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1247,57187745447
1010122;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1247,57187745447
1010123;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1040,18000258269
1010126;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1256,80517418638
1010127;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1072,38575822754
1010127;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1072,38575822754
1010127;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1072,38575822754
1010128;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;1; ; ;250000; ; ; ;2;2;2; ;2;05;05;1210,81884361182
1010128;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1210,81884361182
1010128;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1210,81884361182
1010128;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1210,81884361182
1010129;1;1;1;95;1; ;2;1; ;400000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1181,39998303151
1010129;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1181,39998303151
1010132;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1119,41902454968
1010132;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1119,41902454968
1010132;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1119,41902454968
1010133;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1272,48068079331
1010133;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1272,48068079331
1010134;1;1;1;95;1; ;2;1; ;600000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;933,002513801731
1010134;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;933,002513801731
1010134;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;933,002513801731
1010135;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1128,53123806181
1010135;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1128,53123806181
1010136;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1179,02762587785
1010136;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1179,02762587785
1010137;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;1; ; ;85000; ; ; ;2;2;2; ;2;05;05;1097,29456156637
1010137;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1097,29456156637
1010138;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;1; ; ;150000; ; ; ;2;2;2; ;2;05;05;1085,6317393216
1010138;1;2;1;95;2; ; ; ; ; ; ; ;1;2; ;1; ; ;70000; ; ; ;2;2;2; ;2;05;05;1085,6317393216
1010138;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1085,6317393216
1010139;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;933,002513801731
1010139;1;2;1;95;2; ; ; ; ; ; ; ;1;2; ;1; ; ;48000; ; ; ;2;2;2; ;2;05;05;933,002513801731
1010139;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;933,002513801731
1010140;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1302,25691092529
1010140;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1302,25691092529
1010140;1;3;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ;800000; ; ;1;2;2; ;2;05;05;1302,25691092529
1010144;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ; ;2;2;2;10000000;1;05;05;1333,67183899971
1010144;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1333,67183899971
1010144;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1333,67183899971
1010146;1;1;1;95;1; ;2;1; ;1200000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1072,02838867587
1010146;1;2;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;1700000;2;1;2; ;2;05;05;1072,02838867587
1010146;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1072,02838867587
1010146;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1072,02838867587
1010147;1;1;1;95;1; ;1;2; ; ;350000;2;1;2; ;2;2000000; ; ; ; ; ;2;2;1; ;2;05;05;1195,2005053641
1010147;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1195,2005053641
1010147;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1195,2005053641
1010147;1;4;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;180000;2;1;2; ;2;05;05;1195,2005053641
1010148;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1040,18000258269
1010149;1;1;1;95;1; ;1;1; ;1280000;400000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1386,41950074963
1010149;1;2;1;95;1; ;2;1; ;65000; ;2;1;2; ;2; ; ; ; ; ; ;2;2;2;2000000;1;05;05;1386,41950074963
1010149;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1386,41950074963
1010149;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1386,41950074963
1010150;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;917,327007194806
1010150;1;2;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ; ;2;2;2;300000;1;05;05;917,327007194806
1010151;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1040,18000258269
1010152;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1247,57187745447
1010152;1;2;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;400000;2;1;2; ;2;05;05;1247,57187745447
1010152;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1247,57187745447
1010153;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;2;4000000; ; ; ; ; ;2;2;1;650000;1;05;05;1231,89637084755
1010153;1;2;1;95;1; ;2;1; ;461500; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1231,89637084755
1010155;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1117,04666739602
1010155;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1117,04666739602
1010155;1;3;1;95;1; ;2;2;180000; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1117,04666739602
1010156;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;1;3000000; ;180000; ; ; ;2;2;1; ;2;05;05;866,830619378769
1010156;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;866,830619378769
1010157;1;1;1;95;1; ;2;1; ;403000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1247,57187745447
1010157;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1247,57187745447
1010157;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1247,57187745447
1010159;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1271,29595334679
1010159;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1271,29595334679
1010159;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1271,29595334679
1010159;1;4;1;95;1; ;2;1; ;1600000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1271,29595334679
1010159;1;5;1;95;1; ;1;2; ; ;280000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1271,29595334679
1010160;1;1;1;95;1; ;1;1; ;900000;250000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;894,186636166242
1010160;1;2;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;3000000;2;1;2; ;2;05;05;894,186636166242
1010160;1;3;1;95;2; ; ; ; ; ; ; ;1;2; ;1; ; ;2500000; ; ; ;2;2;2; ;2;05;05;894,186636166242
1010160;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;894,186636166242
1010160;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;894,186636166242
1010161;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1252,90230975552
1010161;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1252,90230975552
1010162;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1252,90230975552
1010162;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1252,90230975552
1010164;1;1;1;95;2; ; ; ; ; ; ; ;1;2; ;2; ; ; ; ; ;3000000;2;1;2; ;2;05;05;1226,61543343852
1010164;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1226,61543343852
1010164;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1226,61543343852
1010164;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1226,61543343852
1010166;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;917,327007194806
1010166;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;917,327007194806
1010167;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1040,55629224224
1010167;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1040,55629224224
1010167;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1040,55629224224
1010168;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;917,327007194806
1010168;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;917,327007194806
1010169;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1056,17463048996
1010169;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1056,17463048996
1010169;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1056,17463048996
1010170;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1005,67824267393
1010170;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1005,67824267393
1010170;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1005,67824267393
1010171;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1112,91289981409
1010171;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1112,91289981409
1010173;1;1;1;95;1; ;1;2; ; ;300000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1133,63305749815
1010174;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1194,82421570455
1010174;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1194,82421570455
1010175;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1453,14329526868
1010175;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1453,14329526868
1010175;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1453,14329526868
1010175;1;4;1;95;1; ;2;1; ;461500; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1453,14329526868
1010176;1;1;1;95;1; ;2;1; ;950000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1026,48986196858
1010176;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1026,48986196858
1010176;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1026,48986196858
1010176;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1026,48986196858
1010177;1;1;1;95;1; ;1;2; ; ;650000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1166,79854413495
1010177;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1166,79854413495
1010178;1;1;1;95;1; ;2;1; ;461500; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1077,01603586219
1010178;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1077,01603586219
1010178;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1077,01603586219
1010178;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1077,01603586219
1010178;1;8;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;1077,01603586219
1010179;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;980,450318034747
1010179;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;05;980,450318034747
